ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
144,Lagan Cheema,Female,Delhi,Delhi,472967,Individual,Aadhar,4.13E+11,Commercial,29,20-11-2024,10-12-2024,15-12-2024,Rejected,8419,Indrajit Vasa,Installation pending
145,Miraan Garg,Male,Chennai,Tamil Nadu,755492,Joint,PAN,uvFhL6653e,Residential,18,26-12-2024,24-01-2025,05-03-2025,Approved,5640,Reyansh Sridhar,Installation pending
146,Raunak Thakkar,Male,Kolkata,West Bengal,29698,Individual,Voter_Id,VOT744253,Commercial,2,04-11-2024,28-11-2024,02-12-2024,Approved,7762,Tarini Sidhu,Installation pending
147,Seher Badami,Female,Bangalore,Karnataka,425610,Joint,PAN,uQGxJ7627k,Residential,3,26-01-2025,11-02-2025,12-03-2025,Connection Released,8155,Baiju Vig,KYC failed
148,Jiya Bandi,Male,Mumbai,Maharashtra,177376,Joint,Voter_Id,VOT201418,Residential,30,27-01-2025,14-02-2025,28-01-2025,Connection Released,1064,Divit Bir,KYC failed
149,Shaan Tak,Female,Mumbai,Maharashtra,516914,Individual,Aadhar,4.82E+11,Commercial,42,17-03-2024,04-04-2024,04-04-2024,Rejected,3225,Raghav Lalla,Documents verification in progress
150,Farhan Kulkarni,Male,Jaipur,Rajasthan,977002,Individual,PAN,KRKYv4864r,Residential,12,10-09-2024,26-10-2024,10-11-2024,Connection Released,7820,Riya Anne,Installation completed
151,Madhup Sharma,Female,Chennai,Tamil Nadu,666677,Individual,Aadhar,5.41E+11,Commercial,25,26-02-2025,30-03-2025,21-03-2025,Connection Released,9555,Hrishita Sehgal,KYC failed
152,Kiara Jha,Male,Kolkata,West Bengal,791292,Individual,Aadhar,4.56E+11,Residential,46,03-04-2025,,04-06-2025,Approved,5411,Advik Acharya,Installation pending
153,Riya Bhatnagar,Female,Mumbai,Maharashtra,581192,Individual,PAN,rDDiA1294F,Commercial,19,14-08-2024,08-10-2024,14-10-2024,Connection Released,1614,Ishita Borra,KYC failed
154,Nirvaan Lad,Male,Chennai,Tamil Nadu,228625,Joint,Aadhar,8.31E+11,Residential,21,12-03-2025,,08-04-2025,Pending,8545,Sara Sem,KYC failed
155,Neelofar Divan,Male,Bangalore,Karnataka,331161,Joint,PAN,FaOvQ0164I,Commercial,47,10-06-2025,17-06-2025,24-08-2025,Connection Released,1495,Anaya Arya,KYC failed
156,Vihaan Rau,Female,Mumbai,Maharashtra,348472,Individual,Voter_Id,VOT785607,Residential,12,21-03-2025,08-04-2025,06-06-2025,Connection Released,9853,Drishya Halder,KYC failed
157,Raghav Tata,Female,Ahmedabad,Gujarat,47399,Joint,Aadhar,7.48E+11,Residential,14,28-12-2024,03-02-2025,27-03-2025,Pending,7529,Zain Goyal,Installation pending
158,Tiya Sangha,Female,Ahmedabad,Gujarat,542429,Individual,Passport,P1502147,Residential,39,22-03-2024,11-04-2024,22-03-2024,Approved,1699,Heer Gulati,Documents verification in progress
159,Manikya Bandi,Male,Kolkata,West Bengal,862468,Joint,Aadhar,2.85E+11,Commercial,22,15-04-2024,,26-04-2024,Approved,4396,Vanya Mangal,KYC failed
160,Akarsh Chakrabarti,Male,Jaipur,Rajasthan,496100,Joint,PAN,xtNEX0677U,Residential,19,12-02-2025,27-03-2025,22-04-2025,Approved,8449,Renee Chandra,KYC failed
161,Parinaaz Venkataraman,Male,Hyderabad,Telangana,508218,Individual,Aadhar,5.29E+11,Residential,26,16-02-2025,18-03-2025,07-05-2025,Pending,5533,Riaan Som,Documents verification in progress
162,Shanaya Dave,Male,Kolkata,West Bengal,862478,Joint,PAN,wRpIW7293r,Residential,40,13-09-2024,11-10-2024,28-11-2024,Approved,7629,Indrajit Arora,KYC failed
163,Nirvaan Amble,Female,Kolkata,West Bengal,567258,Individual,Voter_Id,VOT614892,Commercial,29,04-10-2024,15-10-2024,22-12-2024,Connection Released,7867,Vihaan Chaudhary,Documents verification in progress
164,Devansh Walia,Female,Mumbai,Maharashtra,682038,Individual,Voter_Id,VOT543884,Commercial,13,27-09-2024,,22-10-2024,Approved,7788,Samiha Dara,KYC failed
165,Mishti Magar,Male,Bangalore,Karnataka,755502,Individual,Voter_Id,VOT495644,Commercial,3,22-08-2024,15-09-2024,21-09-2024,Approved,3772,Indrajit Dalal,Documents verification in progress
166,Baiju Kala,Female,Bangalore,Karnataka,134303,Individual,PAN,FKOYN5590K,Commercial,36,30-03-2024,01-05-2024,31-05-2024,Rejected,6851,Misha Rege,KYC failed
167,Jiya Tella,Female,Hyderabad,Telangana,994451,Individual,Aadhar,8.39E+11,Residential,41,31-07-2024,01-09-2024,18-09-2024,Approved,8432,Ivan Kar,Installation completed
168,Ayesha Baria,Female,Bangalore,Karnataka,376009,Joint,PAN,UkzOX2732l,Commercial,19,11-07-2024,20-07-2024,30-07-2024,Rejected,5769,Prerak Krish,Installation pending
169,Shamik Datta,Female,Bangalore,Karnataka,418262,Joint,Voter_Id,VOT365246,Commercial,29,17-01-2025,21-02-2025,20-02-2025,Rejected,6964,Neysa Toor,Documents verification in progress
170,Stuvan Magar,Male,Lucknow,Uttar Pradesh,192731,Individual,Aadhar,5.73E+11,Residential,50,15-11-2024,05-12-2024,14-12-2024,Rejected,3686,Abram Sampath,Documents verification in progress
171,Oorja Soman,Female,Ahmedabad,Gujarat,520663,Individual,PAN,RTxrV0528G,Residential,46,12-02-2024,13-03-2024,15-04-2024,Pending,7422,Alia Dua,Documents verification in progress
172,Tejas Mani,Female,Lucknow,Uttar Pradesh,760545,Joint,PAN,mQNzA8262i,Residential,31,01-08-2024,03-08-2024,28-09-2024,Approved,2811,Zara Lata,Installation pending
173,Nayantara Chawla,Male,Mumbai,Maharashtra,680148,Individual,Voter_Id,VOT288533,Residential,27,05-05-2025,,28-06-2025,Pending,9448,Kismat Dora,Installation completed
174,Damini Rama,Male,Kolkata,West Bengal,413564,Joint,Passport,P7896587,Commercial,27,05-06-2024,19-06-2024,03-09-2024,Rejected,8002,Tarini Varghese,KYC failed
175,Riaan Bali,Female,Chennai,Tamil Nadu,864758,Individual,Voter_Id,VOT281820,Commercial,46,30-01-2025,06-02-2025,07-04-2025,Rejected,1131,Pranay Batta,Installation completed
176,Zeeshan Dhar,Female,Mumbai,Maharashtra,669276,Joint,Voter_Id,VOT613771,Residential,4,22-01-2025,,07-02-2025,Rejected,6012,Nehmat Buch,KYC failed
177,Heer Chahal,Female,Lucknow,Uttar Pradesh,175957,Joint,PAN,IzhCf7593n,Residential,31,23-05-2024,,25-06-2024,Connection Released,8739,Hiran Rana,KYC failed
178,Ela D’Alia,Female,Ahmedabad,Gujarat,246682,Individual,Aadhar,6.35E+11,Commercial,12,29-05-2024,01-07-2024,30-05-2024,Approved,2261,Manikya Varty,Installation pending
179,Umang Hans,Male,Mumbai,Maharashtra,860066,Joint,PAN,YdINh3743I,Commercial,7,24-05-2024,26-05-2024,22-07-2024,Connection Released,3960,Riaan Ranganathan,KYC failed
180,Romil Subramaniam,Male,Ahmedabad,Gujarat,694907,Individual,Voter_Id,VOT337994,Commercial,38,01-02-2024,17-02-2024,19-03-2024,Connection Released,6370,Taran Kaur,Documents verification in progress
181,Pranay Banerjee,Female,Chennai,Tamil Nadu,787474,Joint,Aadhar,5.87E+11,Residential,39,07-01-2025,,14-03-2025,Connection Released,1560,Zain Dhillon,Installation completed
182,Kimaya Kade,Female,Jaipur,Rajasthan,168280,Individual,Passport,P6831067,Residential,3,23-04-2024,07-05-2024,18-05-2024,Connection Released,5295,Samar Rege,KYC failed
183,Ehsaan Gopal,Male,Chennai,Tamil Nadu,171390,Joint,PAN,wRwFA2832A,Commercial,49,03-06-2025,14-07-2025,21-06-2025,Approved,5211,Tushar Kumar,Installation completed
184,Mahika Wali,Male,Delhi,Delhi,84930,Individual,Aadhar,7.28E+11,Residential,28,25-04-2025,,04-05-2025,Pending,4115,Gokul Kaur,Installation completed
185,Lagan Halder,Male,Lucknow,Uttar Pradesh,259306,Joint,Voter_Id,VOT581506,Commercial,3,07-06-2024,27-06-2024,10-07-2024,Connection Released,7891,Shamik Ray,Installation pending
186,Eshani Verma,Female,Jaipur,Rajasthan,255126,Individual,Passport,P4863000,Residential,17,21-01-2025,27-02-2025,08-02-2025,Rejected,6285,Rhea Chawla,Documents verification in progress
187,Aarav Kumar,Male,Jaipur,Rajasthan,885038,Individual,Voter_Id,VOT437864,Commercial,27,08-03-2024,04-05-2024,16-05-2024,Connection Released,3653,Purab Gala,Documents verification in progress
188,Indranil Kari,Female,Jaipur,Rajasthan,552975,Joint,Voter_Id,VOT476467,Commercial,16,26-01-2024,30-01-2024,07-03-2024,Pending,7423,Sana Das,Installation completed
189,Jivin Barad,Female,Lucknow,Uttar Pradesh,368884,Joint,Voter_Id,VOT395900,Commercial,11,22-06-2024,,09-07-2024,Connection Released,4133,Eshani Varghese,Installation pending
190,Vardaniya Bhavsar,Female,Hyderabad,Telangana,132268,Individual,Passport,P3373768,Commercial,18,26-12-2024,22-02-2025,29-12-2024,Approved,4770,Neysa Shanker,KYC failed
191,Jayesh Saxena,Male,Chennai,Tamil Nadu,596360,Joint,Aadhar,8.86E+11,Residential,8,09-01-2024,18-02-2024,07-02-2024,Connection Released,5001,Vaibhav Krish,Documents verification in progress
192,Amani Sodhi,Male,Chennai,Tamil Nadu,742001,Individual,Voter_Id,VOT316358,Commercial,44,27-03-2024,26-04-2024,31-05-2024,Connection Released,4436,Indrajit Char,Documents verification in progress
193,Dhanuk Barad,Female,Kolkata,West Bengal,603385,Joint,PAN,DjGzW2336x,Residential,21,05-09-2024,19-10-2024,13-11-2024,Connection Released,2221,Taimur Bala,KYC failed
194,Nayantara Banik,Male,Jaipur,Rajasthan,63967,Individual,Voter_Id,VOT107668,Residential,23,20-01-2024,07-02-2024,27-02-2024,Connection Released,3607,Tanya Sarma,Installation pending
195,Charvi Thaman,Female,Delhi,Delhi,959324,Individual,PAN,BFddN5387b,Residential,7,15-03-2024,18-04-2024,04-04-2024,Pending,2765,Nayantara Dhillon,KYC failed
196,Hansh Raval,Female,Delhi,Delhi,650843,Joint,Voter_Id,VOT263337,Commercial,50,16-07-2024,12-09-2024,21-07-2024,Connection Released,9221,Shlok Bajaj,Documents verification in progress
197,Prisha Vig,Male,Delhi,Delhi,241868,Joint,Aadhar,4.23E+11,Commercial,2,05-04-2024,30-05-2024,08-06-2024,Rejected,2402,Jiya Dara,KYC failed
198,Taran Krishna,Male,Mumbai,Maharashtra,257469,Individual,PAN,OAqZP7889A,Commercial,31,02-03-2025,07-03-2025,23-05-2025,Connection Released,8256,Yasmin Kapur,Installation completed
199,Priyansh Kanda,Female,Kolkata,West Bengal,981265,Joint,Voter_Id,VOT220332,Residential,5,05-03-2024,,07-04-2024,Pending,9298,Onkar Verma,Installation completed
200,Gokul Dani,Female,Chennai,Tamil Nadu,674978,Individual,Voter_Id,VOT342577,Commercial,27,12-12-2024,03-01-2025,12-01-2025,Pending,9839,Nakul Balan,Installation pending
201,Taimur Garde,Male,Jaipur,Rajasthan,562804,Individual,Passport,P5741881,Residential,41,17-10-2024,18-10-2024,15-12-2024,Connection Released,1019,Renee Rao,Installation pending
202,Aniruddh Lad,Female,Hyderabad,Telangana,885357,Joint,Aadhar,1.40E+11,Residential,22,18-06-2024,27-06-2024,29-06-2024,Rejected,9252,Yuvaan Chander,Installation pending
203,Ela Chacko,Male,Lucknow,Uttar Pradesh,207648,Individual,Aadhar,9.49E+11,Residential,47,30-06-2024,23-08-2024,22-07-2024,Connection Released,9508,Ishaan Bhat,Installation pending
204,Sana Dada,Male,Hyderabad,Telangana,94242,Joint,Aadhar,7.35E+11,Residential,32,01-02-2025,,21-04-2025,Rejected,8574,Rania Tiwari,Installation pending
205,Raghav Rana,Male,Kolkata,West Bengal,559169,Individual,Voter_Id,VOT516639,Residential,28,12-08-2024,08-10-2024,06-10-2024,Pending,4595,Kashvi Edwin,Installation pending
206,Mannat Halder,Female,Ahmedabad,Gujarat,250217,Joint,Passport,P6888378,Commercial,45,15-04-2024,24-04-2024,23-04-2024,Rejected,5507,Aniruddh Goswami,Installation completed
207,Vardaniya Behl,Male,Delhi,Delhi,196661,Joint,PAN,DdQle2612j,Residential,19,07-09-2024,19-09-2024,25-11-2024,Rejected,3191,Samiha Tandon,Installation pending
208,Tushar Guha,Female,Kolkata,West Bengal,787396,Joint,Aadhar,9.46E+11,Residential,30,16-05-2024,11-06-2024,01-07-2024,Connection Released,8554,Hazel Dugar,Documents verification in progress
209,Kartik Raval,Male,Delhi,Delhi,511087,Individual,Aadhar,7.69E+11,Residential,23,18-06-2024,05-08-2024,31-08-2024,Connection Released,3088,Kanav Sandal,Documents verification in progress
210,Zain Yohannan,Male,Bangalore,Karnataka,129393,Individual,Passport,P3625789,Commercial,18,20-01-2024,06-03-2024,02-04-2024,Pending,3600,Jayesh Yogi,KYC failed
211,Vritika Upadhyay,Male,Lucknow,Uttar Pradesh,520072,Joint,PAN,TneBu6940L,Commercial,25,26-12-2024,03-02-2025,07-02-2025,Rejected,5426,Shayak Gaba,Installation pending
212,Saksham Bhargava,Female,Lucknow,Uttar Pradesh,953835,Individual,Passport,P5104140,Residential,38,04-12-2024,,07-12-2024,Connection Released,9492,Kabir Bali,Installation pending
213,Vedika Kalla,Female,Kolkata,West Bengal,223325,Joint,Voter_Id,VOT737391,Residential,48,24-06-2025,16-07-2025,24-08-2025,Rejected,7432,Jiya Bahri,Documents verification in progress
214,Vritika Chokshi,Male,Ahmedabad,Gujarat,730537,Individual,Aadhar,5.72E+11,Residential,31,27-01-2024,10-02-2024,20-04-2024,Pending,2428,Azad Borde,Documents verification in progress
215,Dhruv Gade,Male,Pune,Maharashtra,895648,Individual,PAN,sphLm8485x,Residential,2,26-12-2024,08-01-2025,23-02-2025,Pending,9528,Emir Sandhu,Documents verification in progress
216,Nitya Barman,Female,Jaipur,Rajasthan,885226,Joint,Passport,P8977015,Commercial,1,25-11-2024,01-01-2025,10-12-2024,Pending,7422,Rasha Choudhury,Installation pending
217,Zain Roy,Female,Bangalore,Karnataka,969238,Individual,Aadhar,7.77E+11,Commercial,31,14-01-2024,,02-04-2024,Rejected,5617,Faiyaz Vohra,Installation completed
218,Ivana Singhal,Male,Hyderabad,Telangana,514237,Joint,Passport,P3305559,Residential,17,01-05-2024,13-05-2024,13-07-2024,Connection Released,3941,Ivana Chahal,Installation completed
219,Anahita Mannan,Male,Lucknow,Uttar Pradesh,372770,Individual,Passport,P1968345,Residential,29,01-02-2025,26-03-2025,03-02-2025,Pending,2292,Jivin Kara,Installation completed
220,Adira Wali,Female,Bangalore,Karnataka,443494,Individual,Voter_Id,VOT915277,Residential,3,13-06-2025,12-08-2025,01-08-2025,Approved,2736,Alisha Atwal,Documents verification in progress
221,Yakshit Issac,Male,Chennai,Tamil Nadu,590933,Joint,Voter_Id,VOT555457,Residential,35,20-05-2024,01-06-2024,27-05-2024,Approved,1066,Anvi Gill,Installation pending
222,Vihaan Khurana,Female,Mumbai,Maharashtra,934305,Individual,PAN,ToWbh1862z,Residential,44,09-12-2024,12-12-2024,20-01-2025,Connection Released,5019,Manjari Rajagopalan,Documents verification in progress
223,Saksham Kanda,Female,Ahmedabad,Gujarat,762443,Individual,Passport,P7410241,Commercial,24,11-05-2024,22-05-2024,29-06-2024,Approved,4565,Bhamini Atwal,KYC failed
224,Kashvi Balay,Female,Hyderabad,Telangana,345124,Joint,Voter_Id,VOT719148,Residential,6,08-03-2024,22-04-2024,29-03-2024,Approved,4195,Nishith Reddy,Installation completed
225,Ira Kala,Female,Mumbai,Maharashtra,380032,Individual,Aadhar,9.19E+11,Commercial,47,12-10-2024,25-11-2024,21-11-2024,Approved,9897,Ivana Sanghvi,Installation pending
226,Mohanlal Bhatt,Female,Delhi,Delhi,92724,Individual,Passport,P7322642,Residential,48,19-06-2025,08-08-2025,23-08-2025,Connection Released,1691,Navya Gour,Installation pending
227,Saira Sundaram,Female,Ahmedabad,Gujarat,877482,Joint,Passport,P6862110,Commercial,43,15-07-2024,,13-08-2024,Approved,2183,Prerak Date,Installation pending
228,Charvi Dugar,Female,Ahmedabad,Gujarat,76579,Individual,PAN,DLSGc4896i,Residential,39,11-04-2025,,03-06-2025,Approved,6259,Abram Loke,Installation completed
229,Bhavin Sama,Female,Bangalore,Karnataka,897570,Individual,PAN,ApPuw7000x,Commercial,43,25-05-2024,15-06-2024,13-06-2024,Connection Released,7163,Heer Sachdev,KYC failed
230,Zaina Kara,Male,Jaipur,Rajasthan,13280,Individual,Voter_Id,VOT853144,Residential,20,03-04-2025,06-05-2025,22-06-2025,Connection Released,3957,Priyansh Varghese,Documents verification in progress
231,Divyansh Tara,Male,Pune,Maharashtra,374946,Joint,PAN,nJuDA4085O,Commercial,17,30-01-2025,17-02-2025,26-04-2025,Connection Released,6450,Sahil Iyer,Documents verification in progress
232,Arnav Madan,Male,Chennai,Tamil Nadu,757291,Individual,PAN,qlvPv9770L,Residential,42,06-04-2024,,14-05-2024,Connection Released,5497,Aradhya Ganguly,KYC failed
233,Indrans Barman,Female,Bangalore,Karnataka,201390,Individual,Passport,P3137597,Residential,11,12-06-2024,27-06-2024,26-06-2024,Pending,5690,Kabir Zacharia,Installation completed
234,Inaaya  Korpal,Male,Jaipur,Rajasthan,19157,Individual,Passport,P3495484,Commercial,33,29-06-2025,18-07-2025,06-08-2025,Rejected,6821,Rania Dugal,KYC failed
235,Uthkarsh Chacko,Male,Chennai,Tamil Nadu,491705,Individual,Aadhar,8684207434,Commercial,9,30-01-2025,08-03-2025,26-03-2025,Pending,2133,Shayak Mahal,Installation pending
236,Yasmin Kapadia,Male,Hyderabad,Telangana,581360,Joint,Passport,P1587989,Commercial,13,28-02-2024,06-04-2024,07-03-2024,Pending,1572,Hridaan Vora,Installation completed
237,Ranbir Chad,Male,Mumbai,Maharashtra,655331,Individual,Voter_Id,VOT432222,Residential,31,31-03-2025,,27-05-2025,Connection Released,3115,Anika Bir,Installation completed
238,Samiha Bahl,Male,Chennai,Tamil Nadu,850782,Joint,Passport,P5411491,Commercial,14,06-11-2024,29-12-2024,23-01-2025,Pending,4387,Ahana  Sekhon,Installation completed
239,Pranay Hayre,Male,Kolkata,West Bengal,11237,Individual,Aadhar,5.87E+11,Commercial,34,21-02-2024,26-03-2024,11-03-2024,Connection Released,9976,Onkar Aurora,Installation pending
240,Azad Krish,Female,Ahmedabad,Gujarat,684909,Joint,PAN,UTqFf7344v,Commercial,50,25-04-2025,17-05-2025,21-07-2025,Connection Released,6126,Samaira Talwar,Installation completed
241,Aaryahi Bahri,Female,Delhi,Delhi,795468,Joint,Aadhar,9.14E+11,Residential,46,14-05-2024,18-06-2024,02-07-2024,Rejected,4053,Mohanlal Chander,Installation pending
242,Amira Baral,Male,Lucknow,Uttar Pradesh,715182,Joint,Voter_Id,VOT253990,Commercial,24,30-12-2024,23-02-2025,28-03-2025,Approved,6267,Nitara Dey,Installation pending
243,Khushi Chakraborty,Male,Mumbai,Maharashtra,535111,Individual,Aadhar,3084229610,Residential,27,29-06-2025,19-08-2025,14-07-2025,Connection Released,9693,Badal Chakraborty,Installation completed
244,Taran Bains,Female,Kolkata,West Bengal,3727,Individual,PAN,PsSyK4793S,Commercial,37,13-10-2024,07-11-2024,01-01-2025,Rejected,4653,Fateh Yadav,KYC failed
245,Ira Ganesan,Male,Hyderabad,Telangana,366229,Joint,Passport,P6446086,Commercial,41,28-12-2024,21-02-2025,10-01-2025,Connection Released,5140,Madhup Jaggi,Documents verification in progress
246,Lakshay Seth,Female,Lucknow,Uttar Pradesh,147289,Joint,PAN,rPRwB8526D,Commercial,43,07-06-2024,01-08-2024,11-06-2024,Approved,3121,Ira Chauhan,Installation pending
247,Suhana Deshmukh,Female,Kolkata,West Bengal,395306,Joint,Aadhar,70485115126,Residential,10,22-02-2025,,06-05-2025,Approved,2158,Stuvan Shukla,Installation pending
248,Taimur Chacko,Male,Hyderabad,Telangana,511901,Individual,Passport,P6990266,Commercial,44,17-07-2024,09-08-2024,09-10-2024,Pending,4230,Vaibhav Dubey,Documents verification in progress
249,Vidur Tara,Male,Lucknow,Uttar Pradesh,564534,Individual,Aadhar,2.68E+11,Commercial,14,24-05-2024,03-06-2024,05-06-2024,Connection Released,1165,Sara Dhar,Documents verification in progress
250,Nirvaan Dube,Female,Hyderabad,Telangana,498837,Joint,Voter_Id,VOT971700,Commercial,12,25-06-2024,27-07-2024,10-07-2024,Pending,4510,Nehmat Sachar,Installation pending
251,Lakshit Khurana,Male,Pune,Maharashtra,43852,Individual,Aadhar,5.64E+11,Commercial,26,19-02-2025,11-04-2025,02-04-2025,Connection Released,6517,Shalv Kala,Installation pending
252,Tejas Magar,Female,Ahmedabad,Gujarat,522773,Individual,Voter_Id,VOT871748,Commercial,44,02-02-2025,26-03-2025,24-04-2025,Approved,4906,Rati Venkataraman,Installation completed
253,Biju Bhatti,Female,Bangalore,Karnataka,671211,Joint,Passport,P7138136,Residential,46,24-03-2025,04-04-2025,19-05-2025,Pending,5928,Divij Dave,Documents verification in progress
254,Eva Doshi,Male,Mumbai,Maharashtra,119517,Joint,Passport,P6937511,Commercial,6,13-05-2025,27-06-2025,10-08-2025,Approved,7084,Fateh Gill,Installation pending
255,Eva Bahri,Female,Ahmedabad,Gujarat,321033,Joint,Passport,P8826943,Commercial,34,26-10-2024,21-11-2024,29-11-2024,Pending,4742,Umang Kaur,Installation pending
256,Dharmajan Tella,Male,Kolkata,West Bengal,12403,Joint,Passport,P4253742,Residential,38,28-04-2025,15-05-2025,17-05-2025,Connection Released,6127,Ranbir Johal,Documents verification in progress
257,Kabir Tank,Female,Bangalore,Karnataka,766862,Individual,PAN,Ywwos6297s,Residential,2,01-04-2025,22-04-2025,29-05-2025,Rejected,3707,Kaira Deshmukh,Documents verification in progress
258,Pari Roy,Male,Delhi,Delhi,396030,Joint,Aadhar,5.16E+11,Residential,8,16-02-2025,,10-04-2025,Approved,5220,Divyansh Gara,Documents verification in progress
259,Anahi Swamy,Female,Jaipur,Rajasthan,860925,Joint,Passport,P6583346,Commercial,20,18-05-2024,11-07-2024,03-08-2024,Pending,1645,Jayan Shan,Documents verification in progress
